Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Tipo Mensagem,Hodômetro Total
1175,SUR6A68,385349,862689070242307,2025-06-23 09:00:09,2025-06-23 09:00:14.430,2025-06-23 09:00:14,55.00000,0,-23.23349,-47.51806,17,Válido,37,14165,0,761,GTERI,3274.40
1176,SUR6A68,385349,862689070242307,2025-06-23 09:03:09,2025-06-23 09:03:20.317,2025-06-23 09:03:14,20.00000,6,-23.21833,-47.50907,18,Válido,91,14269,0,761,GTERI,3276.90
1177,SUR6A68,385349,862689070242307,2025-06-23 09:06:09,2025-06-23 09:06:14.323,2025-06-23 09:06:14,318.00000,0,-23.20232,-47.51431,19,Válido,55,14173,0,761,GTERI,3279.40
1178,SUR6A68,385349,862689070242307,2025-06-23 09:08:21,2025-06-23 09:08:22.447,2025-06-23 09:08:22,35.00000,0,-23.19455,-47.51520,18,Válido,0,14085,0,668,GTIGF,3280.30
1179,SUR6A68,385349,862689070242307,2025-06-23 09:08:22,2025-06-23 09:08:23.320,2025-06-23 09:08:23,35.00000,0,-23.19455,-47.51520,18,Válido,0,13605,0,760,Modo Econômico,3280.30
1180,SUR6A68,385349,862689070242307,2025-06-23 09:08:22,2025-06-23 09:17:54.340,2025-06-23 09:17:54,35.00000,0,-23.19455,-47.51520,18,Válido,0,13060,0,667,GTIGN,3280.30
1181,SUR6A68,385349,862689070242307,2025-06-23 09:18:01,2025-06-23 09:18:02.277,2025-06-23 09:18:02,186.00000,0,-23.19453,-47.51521,13,Válido,0,12764,0,761,GTERI,3280.30
1182,SUR6A68,385349,862689070242307,2025-06-23 09:20:54,2025-06-23 09:20:59.420,2025-06-23 09:20:59,186.00000,0,-23.19453,-47.51526,17,Válido,0,14061,0,761,GTERI,3280.30
1183,SUR6A68,385349,862689070242307,2025-06-23 09:23:54,2025-06-23 09:23:59.373,2025-06-23 09:23:59,138.00000,0,-23.20320,-47.51360,17,Válido,62,14157,0,761,GTERI,3281.50
1184,SUR6A68,385349,862689070242307,2025-06-23 09:24:06,2025-06-23 09:24:07.270,2025-06-23 09:24:07,138.00000,0,-23.20436,-47.51248,18,Válido,6,14005,0,855,Frenagem Brusca,3281.60
1185,SUR6A68,385349,862689070242307,2025-06-23 09:26:24,2025-06-23 09:26:25.133,2025-06-23 09:26:25,120.00000,0,-23.20763,-47.50759,18,Válido,23,14117,0,856,Aceleração Brusca,3282.20
1186,SUR6A68,385349,862689070242307,2025-06-23 09:26:54,2025-06-23 09:26:59.427,2025-06-23 09:26:59,173.00000,0,-23.21083,-47.50469,16,Válido,57,14117,0,761,GTERI,3282.80
1187,SUR6A68,385349,862689070242307,2025-06-23 09:29:54,2025-06-23 09:29:59.403,2025-06-23 09:29:59,55.00000,0,-23.21342,-47.50429,17,Válido,105,14149,0,761,GTERI,3286.30
1188,SUR6A68,385349,862689070242307,2025-06-23 09:32:54,2025-06-23 09:32:59.250,2025-06-23 09:32:59,85.00000,0,-23.22937,-47.45868,17,Válido,112,14133,0,761,GTERI,3291.60
1189,SUR6A68,385349,862689070242307,2025-06-23 09:33:37,2025-06-23 09:33:37.960,2025-06-23 09:33:38,84.00000,-1,-23.23127,-47.44611,17,Válido,122,14157,0,737,Velocidade máxima excedida,3292.80
1190,SUR6A68,385349,862689070242307,2025-06-23 09:33:42,2025-06-23 09:33:47.863,2025-06-23 09:33:43,83.00000,4,-23.23112,-47.44449,17,Válido,114,14645,0,871,Retorno à velocidade normal,3292.90
1191,SUR6A68,385349,862689070242307,2025-06-23 09:35:54,2025-06-23 09:35:59.483,2025-06-23 09:35:59,118.00000,0,-23.23154,-47.40767,17,Válido,107,14213,0,761,GTERI,3296.90
1192,SUR6A68,385349,862689070242307,2025-06-23 09:38:54,2025-06-23 09:39:00.350,2025-06-23 09:38:59,147.00000,1,-23.24757,-47.36846,17,Válido,73,14333,0,761,GTERI,3301.40
1193,SUR6A68,385349,862689070242307,2025-06-23 09:41:54,2025-06-23 09:41:59.317,2025-06-23 09:41:59,89.00000,0,-23.25285,-47.32800,16,Válido,75,13172,0,761,GTERI,3305.90
1194,SUR6A68,385349,862689070242307,2025-06-23 09:44:54,2025-06-23 09:44:59.313,2025-06-23 09:44:59,349.00000,0,-23.23336,-47.31654,17,Válido,93,14157,0,761,GTERI,3309.50
1195,SUR6A68,385349,862689070242307,2025-06-23 09:47:54,2025-06-23 09:47:59.517,2025-06-23 09:47:59,49.00000,0,-23.19236,-47.31985,18,Válido,97,14157,0,761,GTERI,3314.30
1196,SUR6A68,385349,862689070242307,2025-06-23 09:50:54,2025-06-23 09:50:59.477,2025-06-23 09:50:59,91.00000,0,-23.17961,-47.28411,15,Válido,83,14165,0,761,GTERI,3318.40
1197,SUR6A68,385349,862689070242307,2025-06-23 09:53:54,2025-06-23 09:53:59.430,2025-06-23 09:53:59,36.00000,0,-23.15228,-47.25639,16,Válido,107,14637,0,761,GTERI,3322.90
1198,SUR6A68,385349,862689070242307,2025-06-23 09:56:54,2025-06-23 09:57:04.057,2025-06-23 09:56:59,48.00000,5,-23.12181,-47.22276,16,Válido,73,14229,0,761,GTERI,3327.80
1199,SUR6A68,385349,862689070242307,2025-06-23 09:59:54,2025-06-23 09:59:59.637,2025-06-23 09:59:59,49.00000,0,-23.09501,-47.18909,16,Válido,80,13276,0,761,GTERI,3332.30
1200,SUR6A68,385349,862689070242307,2025-06-23 10:02:54,2025-06-23 10:03:04.320,2025-06-23 10:02:59,44.00000,5,-23.06601,-47.15756,15,Válido,47,14101,0,761,GTERI,3336.90
1201,SUR6A68,385349,862689070242307,2025-06-23 10:05:54,2025-06-23 10:06:06.147,2025-06-23 10:05:59,10.00000,7,-23.04079,-47.13544,16,Válido,97,14165,0,761,GTERI,3340.60
1202,SUR6A68,385349,862689070242307,2025-06-23 10:08:54,2025-06-23 10:09:11.940,2025-06-23 10:08:59,25.00000,12,-23.00734,-47.11397,16,Válido,98,14157,0,761,GTERI,3345.00
1203,SUR6A68,385349,862689070242307,2025-06-23 10:11:54,2025-06-23 10:12:01.593,2025-06-23 10:11:59,326.00000,2,-22.96856,-47.11768,15,Válido,108,14173,0,761,GTERI,3349.60
1204,SUR6A68,385349,862689070242307,2025-06-23 10:14:54,2025-06-23 10:15:03.510,2025-06-23 10:14:59,339.00000,4,-22.92497,-47.12999,16,Válido,93,14165,0,761,GTERI,3354.80
1205,SUR6A68,385349,862689070242307,2025-06-23 10:17:54,2025-06-23 10:20:21.827,2025-06-23 10:17:59,359.00000,142,-22.88080,-47.13045,16,Válido,106,14165,1,761,GTERI,3360.00
1206,SUR6A68,385349,862689070242307,2025-06-23 10:20:54,2025-06-23 10:20:59.787,2025-06-23 10:20:59,76.00000,0,-22.85648,-47.13655,16,Válido,85,14661,0,761,GTERI,3363.80
1207,SUR6A68,385349,862689070242307,2025-06-23 10:23:54,2025-06-23 10:24:01.213,2025-06-23 10:23:59,79.00000,2,-22.84687,-47.09051,17,Válido,100,14165,0,761,GTERI,3368.70
1208,SUR6A68,385349,862689070242307,2025-06-23 10:26:54,2025-06-23 10:26:59.587,2025-06-23 10:26:59,106.00000,0,-22.84295,-47.04961,15,Válido,71,14669,0,761,GTERI,3372.90
1209,SUR6A68,385349,862689070242307,2025-06-23 10:29:54,2025-06-23 10:29:59.630,2025-06-23 10:29:59,9.00000,0,-22.83291,-47.03285,17,Válido,92,14173,0,761,GTERI,3375.80
1210,SUR6A68,385349,862689070242307,2025-06-23 10:32:54,2025-06-23 10:32:59.673,2025-06-23 10:32:59,4.00000,0,-22.79825,-47.03236,18,Válido,69,14165,0,761,GTERI,3379.80
1211,SUR6A68,385349,862689070242307,2025-06-23 10:35:54,2025-06-23 10:36:16.400,2025-06-23 10:35:59,4.00000,17,-22.76500,-47.02150,18,Válido,107,14669,0,761,GTERI,3383.90
1212,SUR6A68,385349,862689070242307,2025-06-23 10:38:54,2025-06-23 10:39:04.317,2025-06-23 10:38:59,2.00000,5,-22.72265,-47.01409,18,Válido,101,14165,0,761,GTERI,3388.70
1213,SUR6A68,385349,862689070242307,2025-06-23 10:41:54,2025-06-23 10:42:02.127,2025-06-23 10:41:59,250.00000,3,-22.69683,-47.01374,18,Válido,52,14149,0,761,GTERI,3392.30
1214,SUR6A68,385349,862689070242307,2025-06-23 10:44:39,2025-06-23 10:44:41.360,2025-06-23 10:44:40,91.00000,1,-22.69127,-47.01732,17,Válido,0,14133,0,668,GTIGF,3393.40
1215,SUR6A68,385349,862689070242307,2025-06-23 10:44:40,2025-06-23 10:44:42.113,2025-06-23 10:44:41,91.00000,1,-22.69127,-47.01732,18,Válido,0,13941,0,760,Modo Econômico,3393.40
1216,SUR6A68,385349,862689070242307,2025-06-23 10:44:40,2025-06-23 10:48:05.703,2025-06-23 10:47:52,91.00000,13,-22.69127,-47.01732,18,Válido,0,12900,0,667,GTIGN,3393.40
1217,SUR6A68,385349,862689070242307,2025-06-23 10:47:59,2025-06-23 10:48:12.423,2025-06-23 10:48:00,189.00000,12,-22.69128,-47.01730,14,Válido,1,12780,0,761,GTERI,3393.40
1218,SUR6A68,385349,862689070242307,2025-06-23 10:49:33,2025-06-23 10:49:37.497,2025-06-23 10:49:34,285.00000,3,-22.68990,-47.01720,18,Válido,0,14125,0,668,GTIGF,3393.50
1219,SUR6A68,385349,862689070242307,2025-06-23 10:49:34,2025-06-23 10:49:38.200,2025-06-23 10:49:35,285.00000,3,-22.68990,-47.01720,18,Válido,0,14149,0,760,Modo Econômico,3393.50
1220,SUR6A68,385349,862689070242307,2025-06-23 11:47:11,2025-06-23 11:49:34.467,2025-06-23 11:49:34,285.00000,0,-22.68990,-47.01720,12,Válido,0,13044,0,760,Modo Econômico,3393.50
1221,SUR6A68,385349,862689070242307,2025-06-23 11:47:11,2025-06-23 11:50:23.210,2025-06-23 11:50:22,285.00000,1,-22.68990,-47.01720,12,Válido,0,13028,0,667,GTIGN,3393.50
1222,SUR6A68,385349,862689070242307,2025-06-23 11:50:30,2025-06-23 11:50:45.897,2025-06-23 11:50:31,217.00000,14,-22.68989,-47.01715,13,Válido,0,12844,0,761,GTERI,3393.50
1223,SUR6A68,385349,862689070242307,2025-06-23 11:52:33,2025-06-23 11:52:35.200,2025-06-23 11:52:34,201.00000,1,-22.69101,-47.01814,18,Válido,0,13869,0,668,GTIGF,3393.80
1224,SUR6A68,385349,862689070242307,2025-06-23 11:52:34,2025-06-23 11:52:35.293,2025-06-23 11:52:35,201.00000,0,-22.69101,-47.01814,17,Válido,0,13853,0,760,Modo Econômico,3393.80
1225,SUR6A68,385349,862689070242307,2025-06-23 11:52:34,2025-06-23 12:02:26.247,2025-06-23 12:02:26,201.00000,0,-22.69101,-47.01814,17,Válido,0,12884,0,667,GTIGN,3393.80
1226,SUR6A68,385349,862689070242307,2025-06-23 12:02:34,2025-06-23 12:02:35.263,2025-06-23 12:02:35,27.00000,0,-22.69096,-47.01811,17,Válido,2,12868,0,761,GTERI,3393.80
1227,SUR6A68,385349,862689070242307,2025-06-23 12:03:05,2025-06-23 12:03:06.390,2025-06-23 12:03:06,275.00000,0,-22.69118,-47.01839,18,Válido,0,12884,0,668,GTIGF,3393.80
1228,SUR6A68,385349,862689070242307,2025-06-23 12:03:06,2025-06-23 12:03:06.947,2025-06-23 12:03:07,275.00000,-1,-22.69118,-47.01839,18,Válido,0,13132,0,760,Modo Econômico,3393.80
1229,SUR6A68,385349,862689070242307,2025-06-23 12:03:06,2025-06-23 12:03:14.303,2025-06-23 12:03:14,275.00000,0,-22.69118,-47.01839,18,Válido,0,12916,0,667,GTIGN,3393.80
1230,SUR6A68,385349,862689070242307,2025-06-23 12:03:22,2025-06-23 12:03:22.827,2025-06-23 12:03:23,276.00000,-1,-22.69120,-47.01842,18,Válido,2,12187,0,761,GTERI,3393.80
1231,SUR6A68,385349,862689070242307,2025-06-23 12:06:13,2025-06-23 12:06:14.423,2025-06-23 12:06:14,304.00000,0,-22.69252,-47.01806,18,Válido,0,14149,0,668,GTIGF,3394.40
1232,SUR6A68,385349,862689070242307,2025-06-23 12:06:14,2025-06-23 12:06:14.923,2025-06-23 12:06:15,304.00000,-1,-22.69252,-47.01806,18,Válido,0,14125,0,760,Modo Econômico,3394.40
1233,SUR6A68,385349,862689070242307,2025-06-23 12:06:14,2025-06-23 12:38:34.367,2025-06-23 12:38:34,304.00000,0,-22.69252,-47.01806,18,Válido,0,12988,0,667,GTIGN,3394.40
1234,SUR6A68,385349,862689070242307,2025-06-23 12:38:42,2025-06-23 12:38:43.340,2025-06-23 12:38:43,136.00000,0,-22.69257,-47.01801,15,Válido,0,11755,0,761,GTERI,3394.40
1235,SUR6A68,385349,862689070242307,2025-06-23 12:41:34,2025-06-23 12:41:39.307,2025-06-23 12:41:39,267.00000,0,-22.69322,-47.01878,19,Válido,15,14093,0,761,GTERI,3394.50
1236,SUR6A68,385349,862689070242307,2025-06-23 12:44:37,2025-06-23 12:44:43.733,2025-06-23 12:44:38,122.00000,5,-22.68993,-47.01713,19,Válido,0,14149,0,668,GTIGF,3395.30
1237,SUR6A68,385349,862689070242307,2025-06-23 12:44:38,2025-06-23 12:44:44.353,2025-06-23 12:44:39,122.00000,5,-22.68993,-47.01713,19,Válido,0,14157,0,760,Modo Econômico,3395.30
1238,SUR6A68,385349,862689070242307,2025-06-23 12:44:38,2025-06-23 13:01:04.770,2025-06-23 13:01:04,122.00000,0,-22.68993,-47.01713,19,Válido,0,13004,0,667,GTIGN,3395.30
1239,SUR6A68,385349,862689070242307,2025-06-23 13:01:11,2025-06-23 13:01:29.300,2025-06-23 13:01:12,99.00000,17,-22.68986,-47.01708,16,Válido,0,12684,0,761,GTERI,3395.30
1240,SUR6A68,385349,862689070242307,2025-06-23 13:04:04,2025-06-23 13:04:09.250,2025-06-23 13:04:09,178.00000,0,-22.69582,-47.01730,19,Válido,33,14117,0,761,GTERI,3396.00
1241,SUR6A68,385349,862689070242307,2025-06-23 13:07:04,2025-06-23 13:07:59.350,2025-06-23 13:07:09,182.00000,50,-22.71520,-47.01389,20,Válido,103,14669,0,761,GTERI,3398.60
1242,SUR6A68,385349,862689070242307,2025-06-23 13:07:04,2025-06-23 13:07:59.350,2025-06-23 13:07:09,182.00000,50,-22.71520,-47.01389,20,Válido,103,14669,0,761,GTERI,3398.60
1243,SUR6A68,385349,862689070242307,2025-06-23 13:10:04,2025-06-23 13:10:10.070,2025-06-23 13:10:09,184.00000,1,-22.75522,-47.02085,20,Válido,91,12972,0,761,GTERI,3403.10
1244,SUR6A68,385349,862689070242307,2025-06-23 13:13:04,2025-06-23 13:13:09.387,2025-06-23 13:13:09,193.00000,0,-22.79124,-47.03182,20,Válido,78,13965,0,761,GTERI,3407.40
1245,SUR6A68,385349,862689070242307,2025-06-23 13:16:04,2025-06-23 13:16:09.390,2025-06-23 13:16:09,143.00000,0,-22.82533,-47.03607,18,Válido,79,13885,0,761,GTERI,3411.30
1246,SUR6A68,385349,862689070242307,2025-06-23 13:19:04,2025-06-23 13:19:10.587,2025-06-23 13:19:09,278.00000,1,-22.84209,-47.05216,19,Válido,66,13412,0,761,GTERI,3414.90
1247,SUR6A68,385349,862689070242307,2025-06-23 13:22:04,2025-06-23 13:22:09.350,2025-06-23 13:22:09,257.00000,0,-22.84782,-47.09583,20,Válido,99,13901,0,761,GTERI,3419.50
1248,SUR6A68,385349,862689070242307,2025-06-23 13:25:04,2025-06-23 13:25:10.473,2025-06-23 13:25:09,258.00000,1,-22.85609,-47.13600,20,Válido,42,13564,0,761,GTERI,3423.60
1249,SUR6A68,385349,862689070242307,2025-06-23 13:28:04,2025-06-23 13:28:10.210,2025-06-23 13:28:09,121.00000,1,-22.86288,-47.13851,21,Válido,66,13941,0,761,GTERI,3426.00
1250,SUR6A68,385349,862689070242307,2025-06-23 13:31:04,2025-06-23 13:31:10.840,2025-06-23 13:31:09,180.00000,1,-22.90251,-47.13709,17,Válido,98,13917,0,761,GTERI,3430.80
1251,SUR6A68,385349,862689070242307,2025-06-23 13:34:04,2025-06-23 13:34:11.630,2025-06-23 13:34:09,176.00000,2,-22.94250,-47.12614,20,Válido,97,13885,0,761,GTERI,3435.50
1252,SUR6A68,385349,862689070242307,2025-06-23 13:37:04,2025-06-23 13:37:09.723,2025-06-23 13:37:09,152.00000,0,-22.97696,-47.11309,19,Válido,76,13861,0,761,GTERI,3439.70
1253,SUR6A68,385349,862689070242307,2025-06-23 13:40:04,2025-06-23 13:40:09.647,2025-06-23 13:40:09,206.00000,0,-23.00915,-47.11503,20,Válido,76,12948,0,761,GTERI,3443.40
1254,SUR6A68,385349,862689070242307,2025-06-23 13:43:04,2025-06-23 13:43:09.703,2025-06-23 13:43:09,195.00000,0,-23.04231,-47.13589,18,Válido,91,13965,0,761,GTERI,3447.70
1255,SUR6A68,385349,862689070242307,2025-06-23 13:46:04,2025-06-23 13:46:09.320,2025-06-23 13:46:09,225.00000,0,-23.06157,-47.15327,19,Válido,0,13797,0,761,GTERI,3450.50
1256,SUR6A68,385349,862689070242307,2025-06-23 13:49:04,2025-06-23 13:49:09.570,2025-06-23 13:49:09,223.00000,0,-23.06657,-47.15835,19,Válido,79,12916,0,761,GTERI,3451.30
1257,SUR6A68,385349,862689070242307,2025-06-23 13:52:04,2025-06-23 13:52:09.457,2025-06-23 13:52:09,229.00000,0,-23.09561,-47.18998,19,Válido,69,13356,0,761,GTERI,3455.90
1258,SUR6A68,385349,862689070242307,2025-06-23 13:55:04,2025-06-23 13:55:09.503,2025-06-23 13:55:09,255.00000,0,-23.11252,-47.21177,17,Válido,0,13861,0,761,GTERI,3458.70
1259,SUR6A68,385349,862689070242307,2025-06-23 13:57:17,2025-06-23 13:57:18.410,2025-06-23 13:57:18,79.00000,0,-23.11774,-47.22104,18,Válido,0,13797,0,668,GTIGF,3460.10
1260,SUR6A68,385349,862689070242307,2025-06-23 13:57:18,2025-06-23 13:57:18.937,2025-06-23 13:57:19,79.00000,-1,-23.11774,-47.22104,18,Válido,0,13813,0,760,Modo Econômico,3460.10
1261,SUR6A68,385349,862689070242307,2025-06-23 13:57:18,2025-06-23 13:59:28.243,2025-06-23 13:59:28,79.00000,0,-23.11774,-47.22104,18,Válido,0,13004,0,667,GTIGN,3460.10
1262,SUR6A68,385349,862689070242307,2025-06-23 13:59:36,2025-06-23 13:59:36.770,2025-06-23 13:59:37,65.00000,-1,-23.11774,-47.22097,18,Válido,10,12756,0,761,GTERI,3460.10
1263,SUR6A68,385349,862689070242307,2025-06-23 14:00:09,2025-06-23 14:00:10.607,2025-06-23 14:00:10,291.00000,0,-23.11743,-47.22069,19,Válido,0,13733,0,668,GTIGF,3460.10
1264,SUR6A68,385349,862689070242307,2025-06-23 14:00:10,2025-06-23 14:00:11.200,2025-06-23 14:00:11,291.00000,0,-23.11743,-47.22069,19,Válido,0,13837,0,760,Modo Econômico,3460.10
1265,SUR6A68,385349,862689070242307,2025-06-23 14:00:10,2025-06-23 14:18:10.510,2025-06-23 14:18:10,291.00000,0,-23.11743,-47.22069,19,Válido,0,13060,0,667,GTIGN,3460.10
1266,SUR6A68,385349,862689070242307,2025-06-23 14:18:17,2025-06-23 14:18:18.337,2025-06-23 14:18:18,0.00000,0,-23.11742,-47.22067,17,Válido,0,12171,0,761,GTERI,3460.10
1267,SUR6A68,385349,862689070242307,2025-06-23 14:21:09,2025-06-23 14:21:14.460,2025-06-23 14:21:14,133.00000,0,-23.11743,-47.22066,18,Válido,4,12940,0,761,GTERI,3460.10
1268,SUR6A68,385349,862689070242307,2025-06-23 14:22:39,2025-06-23 14:22:40.270,2025-06-23 14:22:40,358.00000,0,-23.11466,-47.21951,18,Válido,0,13685,0,668,GTIGF,3460.50
1269,SUR6A68,385349,862689070242307,2025-06-23 14:22:40,2025-06-23 14:22:40.990,2025-06-23 14:22:41,358.00000,-1,-23.11466,-47.21951,18,Válido,0,13669,0,760,Modo Econômico,3460.50
1270,SUR6A68,385349,862689070242307,2025-06-23 14:22:40,2025-06-23 14:27:06.960,2025-06-23 14:27:06,358.00000,0,-23.11466,-47.21951,18,Válido,0,13028,0,667,GTIGN,3460.50
1271,SUR6A68,385349,862689070242307,2025-06-23 14:27:13,2025-06-23 14:27:14.307,2025-06-23 14:27:14,165.00000,0,-23.11472,-47.21952,17,Válido,2,12828,0,761,GTERI,3460.50
1272,SUR6A68,385349,862689070242307,2025-06-23 14:27:57,2025-06-23 14:27:58.213,2025-06-23 14:27:58,81.00000,0,-23.11477,-47.21860,18,Válido,0,13725,0,668,GTIGF,3460.60
1273,SUR6A68,385349,862689070242307,2025-06-23 14:27:58,2025-06-23 14:27:58.957,2025-06-23 14:27:59,81.00000,-1,-23.11477,-47.21860,18,Válido,0,13741,0,760,Modo Econômico,3460.60
1274,SUR6A68,385349,862689070242307,2025-06-23 14:27:58,2025-06-23 14:33:46.377,2025-06-23 14:33:46,81.00000,0,-23.11477,-47.21860,18,Válido,0,13036,0,667,GTIGN,3460.60
1275,SUR6A68,385349,862689070242307,2025-06-23 14:27:58,2025-06-23 14:33:54.207,2025-06-23 14:33:54,81.00000,0,-23.11477,-47.21860,11,Válido,0,12748,0,668,GTIGF,3460.60
1276,SUR6A68,385349,862689070242307,2025-06-23 14:33:53,2025-06-23 14:33:54.317,2025-06-23 14:33:54,81.00000,0,-23.11477,-47.21860,12,Válido,0,12748,0,760,Modo Econômico,3460.60
1277,SUR6A68,385349,862689070242307,2025-06-23 14:33:53,2025-06-23 14:35:22.483,2025-06-23 14:35:22,81.00000,0,-23.11477,-47.21860,12,Válido,0,12932,0,667,GTIGN,3460.60
1278,SUR6A68,385349,862689070242307,2025-06-23 14:35:29,2025-06-23 14:35:30.467,2025-06-23 14:35:30,117.00000,0,-23.11482,-47.21857,15,Válido,2,12948,0,761,GTERI,3460.60
1279,SUR6A68,385349,862689070242307,2025-06-23 14:36:49,2025-06-23 14:36:50.407,2025-06-23 14:36:50,295.00000,0,-23.11811,-47.21905,17,Válido,0,13973,0,668,GTIGF,3461.00
1280,SUR6A68,385349,862689070242307,2025-06-23 14:36:50,2025-06-23 14:36:51.003,2025-06-23 14:36:51,295.00000,0,-23.11811,-47.21905,18,Válido,0,13773,0,760,Modo Econômico,3461.00
1281,SUR6A68,385349,862689070242307,2025-06-23 14:36:50,2025-06-23 14:43:50.370,2025-06-23 14:43:50,295.00000,0,-23.11811,-47.21905,18,Válido,0,13052,0,667,GTIGN,3461.00
1282,SUR6A68,385349,862689070242307,2025-06-23 14:43:58,2025-06-23 14:43:59.313,2025-06-23 14:43:59,134.00000,0,-23.11817,-47.21905,14,Válido,0,12916,0,761,GTERI,3461.00
1283,SUR6A68,385349,862689070242307,2025-06-23 14:46:54,2025-06-23 14:46:59.250,2025-06-23 14:46:59,134.00000,0,-23.11812,-47.21901,20,Válido,0,14101,0,761,GTERI,3461.00
1284,SUR6A68,385349,862689070242307,2025-06-23 14:49:54,2025-06-23 14:49:59.277,2025-06-23 14:49:59,182.00000,0,-23.11777,-47.22111,20,Válido,9,13877,0,761,GTERI,3461.80
1285,SUR6A68,385349,862689070242307,2025-06-23 14:51:41,2025-06-23 14:51:42.047,2025-06-23 14:51:42,211.00000,0,-23.12174,-47.22484,20,Válido,19,13941,0,855,Frenagem Brusca,3462.80
1286,SUR6A68,385349,862689070242307,2025-06-23 14:52:37,2025-06-23 14:52:38.217,2025-06-23 14:52:38,12.00000,0,-23.12520,-47.22573,20,Válido,47,13957,0,855,Frenagem Brusca,3463.40
1287,SUR6A68,385349,862689070242307,2025-06-23 14:52:54,2025-06-23 14:52:59.570,2025-06-23 14:52:59,19.00000,0,-23.12310,-47.22515,20,Válido,48,13853,0,761,GTERI,3463.70
1288,SUR6A68,385349,862689070242307,2025-06-23 14:55:54,2025-06-23 14:55:59.203,2025-06-23 14:55:59,223.00000,0,-23.14209,-47.24816,20,Válido,93,12940,0,761,GTERI,3467.30
1289,SUR6A68,385349,862689070242307,2025-06-23 14:58:54,2025-06-23 14:59:11.170,2025-06-23 14:58:59,209.00000,12,-23.17524,-47.27174,20,Válido,108,13949,0,761,GTERI,3471.70
1290,SUR6A68,385349,862689070242307,2025-06-23 15:01:54,2025-06-23 15:02:00.047,2025-06-23 15:01:59,235.00000,1,-23.18922,-47.31600,20,Válido,94,13949,0,761,GTERI,3476.80
1291,SUR6A68,385349,862689070242307,2025-06-23 15:04:54,2025-06-23 15:04:59.583,2025-06-23 15:04:59,168.00000,0,-23.22955,-47.31755,19,Válido,95,13957,0,761,GTERI,3481.70
1292,SUR6A68,385349,862689070242307,2025-06-23 15:07:54,2025-06-23 15:07:59.793,2025-06-23 15:07:59,252.00000,0,-23.25294,-47.33903,19,Válido,100,13949,0,761,GTERI,3486.40
1293,SUR6A68,385349,862689070242307,2025-06-23 15:10:54,2025-06-23 15:10:59.393,2025-06-23 15:10:59,291.00000,0,-23.24126,-47.37585,19,Válido,84,13012,0,761,GTERI,3490.80
1294,SUR6A68,385349,862689070242307,2025-06-23 15:13:54,2025-06-23 15:13:59.550,2025-06-23 15:13:59,269.00000,0,-23.23011,-47.42320,18,Válido,111,13981,0,761,GTERI,3496.00
1295,SUR6A68,385349,862689070242307,2025-06-23 15:16:54,2025-06-23 15:16:59.783,2025-06-23 15:16:59,311.00000,0,-23.22477,-47.47177,18,Válido,105,13973,0,761,GTERI,3501.20
1296,SUR6A68,385349,862689070242307,2025-06-23 15:19:54,2025-06-23 15:20:03.797,2025-06-23 15:19:59,180.00000,4,-23.22460,-47.50927,18,Válido,98,13645,0,761,GTERI,3506.30
1297,SUR6A68,385349,862689070242307,2025-06-23 15:20:59,2025-06-23 15:21:00.377,2025-06-23 15:21:00,81.00000,0,-23.22672,-47.51037,18,Válido,0,13909,0,668,GTIGF,3506.60
1298,SUR6A68,385349,862689070242307,2025-06-23 15:21:00,2025-06-23 15:21:00.913,2025-06-23 15:21:01,81.00000,-1,-23.22672,-47.51037,18,Válido,0,13404,0,760,Modo Econômico,3506.60
1299,SUR6A68,385349,862689070242307,2025-06-23 15:21:00,2025-06-23 15:25:16.380,2025-06-23 15:25:16,81.00000,0,-23.22672,-47.51037,18,Válido,0,13060,0,667,GTIGN,3506.60
1300,SUR6A68,385349,862689070242307,2025-06-23 15:25:23,2025-06-23 15:25:24.563,2025-06-23 15:25:24,108.00000,0,-23.22673,-47.51036,16,Válido,1,12684,0,761,GTERI,3506.60
1301,SUR6A68,385349,862689070242307,2025-06-23 15:25:53,2025-06-23 15:25:54.280,2025-06-23 15:25:54,53.00000,0,-23.22660,-47.50957,19,Válido,0,13452,0,668,GTIGF,3506.70
1302,SUR6A68,385349,862689070242307,2025-06-23 15:25:54,2025-06-23 15:25:54.907,2025-06-23 15:25:55,53.00000,-1,-23.22660,-47.50957,18,Válido,0,13572,0,760,Modo Econômico,3506.70
1303,SUR6A68,385349,862689070242307,2025-06-23 16:23:32,2025-06-23 16:25:54.370,2025-06-23 16:25:54,53.00000,0,-23.22660,-47.50957,9,Válido,0,13092,0,760,Modo Econômico,3506.70
1304,SUR6A68,385349,862689070242307,2025-06-23 17:23:32,2025-06-23 17:26:34.627,2025-06-23 17:25:54,53.00000,40,-23.22660,-47.50957,10,Válido,0,13076,0,760,Modo Econômico,3506.70
1305,SUR6A68,385349,862689070242307,2025-06-23 18:23:32,2025-06-23 18:25:54.370,2025-06-23 18:25:54,53.00000,0,-23.22660,-47.50957,11,Válido,0,13044,0,760,Modo Econômico,3506.70
1306,SUR6A68,385349,862689070242307,2025-06-23 19:23:32,2025-06-23 19:25:54.383,2025-06-23 19:25:54,53.00000,0,-23.22660,-47.50957,9,Válido,0,13028,0,760,Modo Econômico,3506.70
