Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,linha_arquivo_original,Linha,Delay,Log,motion_prefix,report_type
2025-07-08 09:51:49,2025-07-08 09:51:45,2025-07-08 09:51:46,867488061407846,11667.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12960.0,0.0,-,1.0,0.0,22,12.0,-,1.0,27.7,82.0,769.0,-12.082375,-45.779546,724.0,2.0,937b,077ad20f,1.6,2652.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23838,4584,4.0,Não,2,11
2025-07-08 09:51:54,2025-07-08 09:51:50,2025-07-08 09:51:51,867488061407846,11668.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12960.0,0.0,-,1.0,0.0,22,12.0,-,1.0,33.5,44.0,769.0,-12.082248,-45.779179,724.0,2.0,937b,077ad20f,1.6,2652.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23839,4585,4.0,Não,2,11
2025-07-08 09:52:05,2025-07-08 09:52:01,2025-07-08 09:52:02,867488061407846,11669.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13980.0,0.0,-,1.0,0.0,22,12.0,-,1.0,33.1,4.0,768.0,-12.081391,-45.778579,724.0,2.0,937b,077ab28d,1.7,2652.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23840,4586,4.0,Não,2,11
2025-07-08 09:52:25,2025-07-08 09:52:01,2025-07-08 09:52:02,867488061407846,11669.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13980.0,0.0,-,1.0,0.0,22,12.0,-,1.0,33.1,4.0,768.0,-12.081391,-45.778579,724.0,2.0,937b,077ab28d,1.7,2652.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23841,4587,24.0,Não,2,11
2025-07-08 09:52:25,2025-07-08 09:52:14,2025-07-08 09:52:15,867488061407846,11670.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13956.0,0.0,-,1.0,0.0,22,12.0,-,1.0,30.9,320.0,769.0,-12.080182,-45.778777,724.0,2.0,937b,077ab28d,1.9,2652.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23842,4588,11.0,Não,2,11
2025-07-08 09:52:30,2025-07-08 09:52:26,2025-07-08 09:52:27,867488061407846,11671.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14034.0,0.0,-,1.0,0.0,22,12.0,-,1.0,24.5,282.0,770.0,-12.079557,-45.779647,724.0,2.0,937b,077ab28d,2.0,2652.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23843,4589,4.0,Não,2,11
2025-07-08 09:52:46,2025-07-08 09:52:39,2025-07-08 09:52:40,867488061407846,11672.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14011.0,0.0,-,1.0,0.0,22,12.0,-,1.0,32.6,241.0,770.0,-12.079745,-45.780882,724.0,2.0,937b,077ad20f,2.1,2652.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23844,4590,7.0,Não,2,11
2025-07-08 09:52:53,2025-07-08 09:52:49,2025-07-08 09:52:50,867488061407846,11673.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12935.0,0.0,-,1.0,0.0,22,12.0,-,1.0,42.9,207.0,770.0,-12.080581,-45.781519,724.0,2.0,937b,077ad20f,2.2,2652.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23845,4591,4.0,Não,2,11
2025-07-08 09:52:55,2025-07-08 09:52:51,2025-07-08 09:52:52,867488061407846,11674.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12935.0,0.0,-,1.0,0.0,22,12.0,-,1.0,36.7,177.0,770.0,-12.080772,-45.781546,724.0,2.0,937b,077ad20f,2.3,2653.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23846,4592,4.0,Não,2,11
2025-07-08 09:52:59,2025-07-08 09:52:55,2025-07-08 09:52:56,867488061407846,11675.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14470.0,0.0,-,1.0,0.0,22,12.0,-,1.0,26.9,232.0,770.0,-12.081055,-45.78161,724.0,2.0,937b,077ad20f,2.3,2653.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23847,4593,4.0,Não,2,11
2025-07-08 09:53:06,2025-07-08 09:53:02,2025-07-08 09:53:03,867488061407846,11676.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12955.0,0.0,-,1.0,0.0,22,12.0,-,1.0,43.9,262.0,770.0,-12.081169,-45.782243,724.0,2.0,937b,077ad20f,2.4,2653.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23848,4594,4.0,Não,2,11
2025-07-08 09:54:17,2025-07-08 09:54:12,2025-07-08 09:54:12,867488061407846,11679.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14007.0,0.0,-,1.0,0.0,22,12.0,-,1.0,53.0,262.0,769.0,-12.082274,-45.790317,724.0,2.0,937b,077ab28f,3.3,2654.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23850,4595,5.0,Não,2,10
2025-07-08 09:54:35,2025-07-08 09:54:31,2025-07-08 09:54:32,867488061407846,11680.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14507.0,0.0,-,1.0,0.0,22,12.0,-,1.0,18.1,210.0,770.0,-12.082655,-45.792498,724.0,2.0,937b,077ab215,3.5,2654.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23851,4596,4.0,Não,2,11
2025-07-08 09:54:37,2025-07-08 09:54:33,2025-07-08 09:54:34,867488061407846,11681.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14507.0,0.0,-,1.0,0.0,22,12.0,-,1.0,15.5,175.0,770.0,-12.082736,-45.792506,724.0,2.0,937b,077ab215,3.5,2654.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23852,4597,4.0,Não,2,11
2025-07-08 09:54:39,2025-07-08 09:54:35,2025-07-08 09:54:36,867488061407846,11682.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13989.0,0.0,-,1.0,0.0,22,12.0,-,1.0,17.0,142.0,770.0,-12.082807,-45.792467,724.0,2.0,937b,077ab215,3.5,2654.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23853,4598,4.0,Não,2,11
2025-07-08 09:54:41,2025-07-08 09:54:37,2025-07-08 09:54:38,867488061407846,11683.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13911.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.7,108.0,769.0,-12.082853,-45.792381,724.0,2.0,937b,077ab215,3.5,2654.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23854,4599,4.0,Não,2,11
2025-07-08 09:55:15,2025-07-08 09:55:11,2025-07-08 09:55:12,867488061407846,11686.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14011.0,0.0,-,1.0,0.0,22,12.0,-,1.0,24.0,78.0,768.0,-12.082426,-45.789079,724.0,2.0,937b,077ab215,3.9,2654.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23856,4600,4.0,Não,2,11
2025-07-08 09:57:26,2025-07-08 09:56:21,2025-07-08 09:56:22,867488061407846,11687.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13968.0,0.0,-,1.0,0.0,22,12.0,-,1.0,4.4,119.0,772.0,-12.082055,-45.786157,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23857,4601,65.0,Sim,2,11
2025-07-08 09:58:19,2025-07-08 09:56:21,2025-07-08 09:56:22,867488061407846,11687.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13968.0,0.0,-,1.0,0.0,22,12.0,-,1.0,4.4,119.0,772.0,-12.082055,-45.786157,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23860,4602,118.0,Sim,2,11
2025-07-08 09:58:19,2025-07-08 09:56:35,2025-07-08 09:56:36,867488061407846,11688.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13964.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.0,166.0,772.0,-12.082071,-45.786142,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23861,4603,104.0,Sim,2,11
2025-07-08 09:58:20,2025-07-08 09:56:39,2025-07-08 09:56:40,867488061407846,11689.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13949.0,0.0,0000,0.0,0.0,12,12.0,512,1.0,0.0,166.0,772.0,-12.082078,-45.786142,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23862,4604,101.0,Sim,1,
2025-07-08 09:58:24,2025-07-08 09:56:39,2025-07-08 09:56:40,867488061407846,11690.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13949.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,166.0,772.0,-12.082078,-45.786142,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23863,4605,105.0,Sim,1,
2025-07-08 09:58:24,2025-07-08 09:56:40,2025-07-08 09:56:41,867488061407846,11691.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13949.0,0.0,-,0.0,0.0,12,12.0,-,1.0,0.0,166.0,772.0,-12.082083,-45.786142,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23864,4606,104.0,Sim,1,10
2025-07-08 09:58:25,2025-07-08 09:56:40,2025-07-08 09:56:41,867488061407846,11692.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13949.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,166.0,772.0,-12.082083,-45.786142,724.0,2.0,937b,077ab215,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,23865,4607,105.0,Sim,1,1
2025-07-08 09:58:18,2025-07-08 09:57:23,2025-07-08 09:57:23,867488061407846,11695.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12783.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,166.0,772.0,-12.082083,-45.786142,0.0,0.0,0000,00000000,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23858,4608,55.0,Não,1,
2025-07-08 09:58:25,2025-07-08 09:57:25,2025-07-08 09:57:26,867488061407846,11696.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12783.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,166.0,772.0,-12.082083,-45.786142,0.0,0.0,0000,00000000,4.2,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23866,4609,60.0,Não,1,
2025-07-08 10:04:06,2025-07-08 10:04:01,2025-07-08 10:01:40,867488061407846,11701.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12495.0,0.0,0000,1.0,0.0,22,12.0,442,0.0,0.0,166.0,772.0,-12.082083,-45.786142,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23869,4610,5.0,Não,2,
2025-07-08 10:04:06,2025-07-08 10:04:01,2025-07-08 10:01:40,867488061407846,11702.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12495.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,166.0,772.0,-12.082083,-45.786142,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23870,4611,5.0,Não,2,
2025-07-08 10:04:25,2025-07-08 10:04:09,2025-07-08 10:04:10,867488061407846,11704.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13758.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,166.0,777.0,-12.082131,-45.786038,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10.0,,23871,4612,16.0,Não,2,10
2025-07-08 10:04:25,2025-07-08 10:04:09,2025-07-08 10:04:10,867488061407846,11705.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13758.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,166.0,777.0,-12.082131,-45.786038,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,23873,4613,16.0,Não,2,0
2025-07-08 10:04:31,2025-07-08 10:04:27,2025-07-08 10:04:28,867488061407846,11707.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12933.0,0.0,-,1.0,0.0,22,12.0,-,1.0,5.0,83.0,775.0,-12.082112,-45.786046,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23874,4614,4.0,Não,2,11
2025-07-08 10:04:49,2025-07-08 10:04:37,2025-07-08 10:04:38,867488061407846,11708.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13020.0,0.0,-,1.0,0.0,22,12.0,-,1.0,20.1,124.0,775.0,-12.082027,-45.785667,724.0,2.0,937b,077ad30d,0.0,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23875,4615,12.0,Não,2,11
2025-07-08 10:04:49,2025-07-08 10:04:39,2025-07-08 10:04:40,867488061407846,11709.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13020.0,0.0,-,1.0,0.0,22,12.0,-,1.0,19.6,163.0,775.0,-12.082108,-45.785623,724.0,2.0,937b,077ad30d,0.1,2654.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23876,4616,10.0,Não,2,11
2025-07-08 10:04:55,2025-07-08 10:04:51,2025-07-08 10:04:52,867488061407846,11710.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13967.0,0.0,-,1.0,0.0,22,12.0,-,1.0,16.8,215.0,774.0,-12.082911,-45.78556,724.0,2.0,937b,077ab28d,0.1,2655.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23877,4617,4.0,Não,2,11
2025-07-08 10:04:57,2025-07-08 10:04:53,2025-07-08 10:04:54,867488061407846,11711.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13967.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.5,259.0,774.0,-12.082948,-45.785652,724.0,2.0,937b,077ab28d,0.2,2655.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23878,4618,4.0,Não,2,11
2025-07-08 10:06:02,2025-07-08 10:05:58,2025-07-08 10:05:59,867488061407846,11712.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14042.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.9,308.0,768.0,-12.083371,-45.7891,724.0,2.0,937b,077ab217,0.5,2655.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23879,4619,4.0,Não,2,11
2025-07-08 10:06:04,2025-07-08 10:06:00,2025-07-08 10:06:01,867488061407846,11713.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14042.0,0.0,-,1.0,0.0,22,12.0,-,1.0,17.3,345.0,768.0,-12.0833,-45.789136,724.0,2.0,937b,077ab217,0.5,2655.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23880,4620,4.0,Não,2,11
2025-07-08 10:06:29,2025-07-08 10:06:25,2025-07-08 10:06:26,867488061407846,11716.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13986.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.4,30.0,770.0,-12.082467,-45.789209,724.0,2.0,937b,077ab215,0.6,2655.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23882,4621,4.0,Não,2,11
2025-07-08 10:06:31,2025-07-08 10:06:27,2025-07-08 10:06:28,867488061407846,11717.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13986.0,0.0,-,1.0,0.0,22,12.0,-,1.0,5.3,70.0,770.0,-12.082453,-45.789184,724.0,2.0,937b,077ab215,0.6,2655.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23883,4622,4.0,Não,2,11
2025-07-08 10:07:11,2025-07-08 10:07:06,2025-07-08 10:07:06,867488061407846,11718.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13940.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,70.0,771.0,-12.082424,-45.788956,724.0,2.0,937b,077ab215,0.7,2655.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23884,4623,5.0,Não,2,10
2025-07-08 10:07:16,2025-07-08 10:07:12,2025-07-08 10:07:13,867488061407846,11719.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13581.0,0.0,-,1.0,0.0,22,12.0,-,1.0,12.6,122.0,770.0,-12.082419,-45.788777,724.0,2.0,937b,077ab215,0.7,2655.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23885,4624,4.0,Não,2,11
2025-07-08 10:07:21,2025-07-08 10:07:16,2025-07-08 10:07:17,867488061407846,11720.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,14004.0,0.0,0000,0.0,0.0,12,12.0,195,1.0,0.3,122.0,771.0,-12.082465,-45.788743,724.0,2.0,937b,077ab215,0.7,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23886,4625,5.0,Não,1,
2025-07-08 10:07:21,2025-07-08 10:07:16,2025-07-08 10:07:17,867488061407846,11721.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,14004.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.3,122.0,771.0,-12.082465,-45.788743,724.0,2.0,937b,077ab215,0.7,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23887,4626,5.0,Não,1,
2025-07-08 10:07:21,2025-07-08 10:07:17,2025-07-08 10:07:18,867488061407846,11722.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13943.0,0.0,-,0.0,0.0,12,12.0,-,1.0,0.0,122.0,771.0,-12.082465,-45.788741,724.0,2.0,937b,077ab215,0.7,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23888,4627,4.0,Não,1,10
2025-07-08 10:07:22,2025-07-08 10:07:17,2025-07-08 10:07:18,867488061407846,11723.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13943.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.0,122.0,771.0,-12.082465,-45.788741,724.0,2.0,937b,077ab215,0.7,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,23889,4628,5.0,Não,1,1
2025-07-08 10:08:02,2025-07-08 10:07:57,2025-07-08 10:07:58,867488061407846,11724.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12795.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,122.0,771.0,-12.082465,-45.788739,724.0,2.0,937b,077ab215,0.7,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23890,4629,5.0,Não,1,
2025-07-08 10:28:47,2025-07-08 10:28:43,2025-07-08 10:12:17,867488061407846,11747.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12522.0,0.0,0000,1.0,0.0,22,12.0,1287,0.0,0.0,122.0,771.0,-12.082465,-45.788739,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23902,4630,4.0,Não,2,
2025-07-08 10:28:48,2025-07-08 10:28:43,2025-07-08 10:12:17,867488061407846,11748.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12522.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,122.0,771.0,-12.082465,-45.788739,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23903,4631,5.0,Não,2,
2025-07-08 10:28:55,2025-07-08 10:28:51,2025-07-08 10:28:52,867488061407846,11749.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13796.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,0.0,800.0,-12.082448,-45.788624,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23904,4632,4.0,Não,2,10
2025-07-08 10:28:55,2025-07-08 10:28:51,2025-07-08 10:28:52,867488061407846,11750.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13796.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,0.0,800.0,-12.082448,-45.788624,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,23905,4633,4.0,Não,2,0
2025-07-08 10:29:11,2025-07-08 10:29:07,2025-07-08 10:29:08,867488061407846,11751.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12964.0,0.0,-,1.0,0.0,22,12.0,-,1.0,4.0,303.0,794.0,-12.082448,-45.788623,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23906,4634,4.0,Não,2,11
2025-07-08 10:29:13,2025-07-08 10:29:09,2025-07-08 10:29:10,867488061407846,11752.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12964.0,0.0,-,1.0,0.0,22,12.0,-,1.0,8.2,69.0,792.0,-12.08243,-45.788625,724.0,2.0,937b,077ab28d,0.0,2655.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23907,4635,4.0,Não,2,11
2025-07-08 10:29:53,2025-07-08 10:29:49,2025-07-08 10:29:50,867488061407846,11753.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13999.0,0.0,-,1.0,0.0,22,12.0,-,1.0,5.5,36.0,780.0,-12.081916,-45.786411,724.0,2.0,937b,077ab215,0.3,2655.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23908,4636,4.0,Não,2,11
2025-07-08 10:30:01,2025-07-08 10:29:57,2025-07-08 10:29:58,867488061407846,11754.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13999.0,0.0,-,1.0,0.0,22,12.0,-,1.0,10.4,357.0,778.0,-12.08186,-45.786411,724.0,2.0,937b,077ab28d,0.3,2655.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23909,4637,4.0,Não,2,11
2025-07-08 10:30:03,2025-07-08 10:29:59,2025-07-08 10:30:00,867488061407846,11755.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13748.0,0.0,-,1.0,0.0,22,12.0,-,1.0,10.8,325.0,778.0,-12.081803,-45.786439,724.0,2.0,937b,077ab28d,0.3,2655.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23910,4638,4.0,Não,2,11
2025-07-08 10:30:05,2025-07-08 10:30:01,2025-07-08 10:30:02,867488061407846,11756.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13748.0,0.0,-,1.0,0.0,22,12.0,-,1.0,13.2,283.0,777.0,-12.081777,-45.786495,724.0,2.0,937b,077ab28d,0.3,2655.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,23911,4639,4.0,Não,2,11
2025-07-08 10:31:53,2025-07-08 10:31:48,2025-07-08 10:31:48,867488061407846,11759.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14043.0,0.0,-,1.0,0.0,22,12.0,-,1.0,45.0,262.0,768.0,-12.082942,-45.795374,724.0,2.0,937b,077ab28f,1.2,2656.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,23913,4640,5.0,Não,2,10
2025-07-08 10:33:09,2025-07-08 10:33:05,2025-07-08 10:33:06,867488061407846,11762.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14013.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.2,226.0,767.0,-12.083957,-45.802524,724.0,2.0,937b,077ab28f,2.0,2657.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,23915,4641,4.0,Não,2,11
